nameOfIssuer	titleOfClass	cusip	value	sshPrnamt	sshPrnamtType	investmentDiscretion	Sole	Shared	None	otherManager	putCall
EATON VANCE FLTING RATE INC	COM	278279104	1	100	SH	SOLE	100	0	0	n/a	n/a
EATON VANCE SR INCOME TR	SH BEN INT	27826S103	175	26217	SH	SOLE	26217	0	0	n/a	n/a
EBAY INC	COM	278642103	1741	58627	SH	OTR	0	58627	0	n/a	n/a
EBAY INC	COM	278642103	1680	56588	SH	SOLE	56588	0	0	n/a	n/a
EBAY INC	COM	278642103	13778	464064	SH	SOLE	0	0	464064	2	n/a
EBIX INC	COM NEW	278715206	727	12741	SH	SOLE	12741	0	0	n/a	n/a
ECHO GLOBAL LOGISTICS INC	COM	27875T101	390	15572	SH	SOLE	15572	0	0	n/a	n/a
ECHOSTAR CORP	CL A	278768106	1391	27077	SH	SOLE	27077	0	0	n/a	n/a
ECLIPSE RES CORP	COM	27890G100	3535	1324085	SH	SOLE	1324085	0	0	n/a	n/a
ECOLAB INC	COM	278865100	18274	155898	SH	SOLE	155898	0	0	n/a	n/a
ECOLAB INC	COM	278865100	17214	146850	SH	SOLE	0	0	146850	2	n/a
ECOPETROL S A	SPONSORED ADS	279158109	169	18664	SH	SOLE	18664	0	0	n/a	n/a
EDGE THERAPEUTICS INC	COM	279870109	124	9933	SH	SOLE	9933	0	0	n/a	n/a
EDGEWELL PERS CARE CO	COM	28035Q102	184165	2523156	SH	SOLE	2519642	0	3514	n/a	n/a
EDGEWELL PERS CARE CO	COM	28035Q102	3697	50652	SH	SOLE	0	0	50652	2	n/a
EDISON INTL	COM	281020107	26499	368097	SH	SOLE	368097	0	0	n/a	n/a
EDISON INTL	COM	281020107	13153	182712	SH	SOLE	0	0	182712	2	n/a
EDITAS MEDICINE INC	COM	28106W103	99	6072	SH	SOLE	6072	0	0	n/a	n/a
EDUCATION RLTY TR INC	COM NEW	28140H203	3605	85228	SH	SOLE	85228	0	0	n/a	n/a
EDWARDS LIFESCIENCES CORP	COM	28176E108	30312	323498	SH	SOLE	323498	0	0	n/a	n/a
EDWARDS LIFESCIENCES CORP	COM	28176E108	12647	134969	SH	SOLE	0	0	134969	2	n/a
EGAIN CORP	COM NEW	28225C806	3	1227	SH	SOLE	1227	0	0	n/a	n/a
EGALET CORP	COM	28226B104	84	10989	SH	SOLE	10989	0	0	n/a	n/a
EHEALTH INC	COM	28238P109	99	9310	SH	SOLE	9310	0	0	n/a	n/a
EIGER BIOPHARMACEUTICALS INC	COM	28249U105	29	2473	SH	SOLE	2473	0	0	n/a	n/a
EL PASO ELEC CO	COM NEW	283677854	9514	204608	SH	SOLE	204608	0	0	n/a	n/a
EL POLLO LOCO HLDGS INC	COM	268603107	135	10948	SH	SOLE	10948	0	0	n/a	n/a
ELDORADO RESORTS INC	COM	28470R102	244	14420	SH	SOLE	14420	0	0	n/a	n/a
ELECTRO SCIENTIFIC INDS	COM	285229100	91	15342	SH	SOLE	15342	0	0	n/a	n/a
ELECTRONIC ARTS INC	COM	285512109	102164	1297153	SH	SOLE	1297153	0	0	n/a	n/a
ELECTRONIC ARTS INC	COM	285512109	8399	106643	SH	SOLE	0	0	106643	2	n/a
ELECTRONIC ARTS INC	OPTIONS	285512109	284	3600	SH	SOLE	3600	0	0	n/a	Put
ELECTRONICS FOR IMAGING INC	COM	286082102	1112	25353	SH	SOLE	25353	0	0	n/a	n/a
ELLIE MAE INC	COM	28849P100	5847	69879	SH	SOLE	69879	0	0	n/a	n/a
ELLIS PERRY INTL INC	COM	288853104	482	19366	SH	SOLE	19366	0	0	n/a	n/a
EMAGIN CORP	COM NEW	29076N206	14	6297	SH	SOLE	6297	0	0	n/a	n/a
EMC INS GROUP INC	COM	268664109	164	5469	SH	SOLE	5469	0	0	n/a	n/a
EMCOR GROUP INC	COM	29084Q100	27150	383691	SH	SOLE	383691	0	0	n/a	n/a
EMCORE CORP	COM NEW	290846203	114	13100	SH	SOLE	13100	0	0	n/a	n/a
EMERGENT BIOSOLUTIONS INC	COM	29089Q105	1020	31071	SH	SOLE	31071	0	0	n/a	n/a
EMERGENT CAP INC	COM	29102N105	452	373774	SH	SOLE	373774	0	0	n/a	n/a
EMERSON ELEC CO	COM	291011104	1449	25993	SH	OTR	0	25993	0	n/a	n/a
EMERSON ELEC CO	COM	291011104	1587	28468	SH	SOLE	28468	0	0	n/a	n/a
EMERSON ELEC CO	COM	291011104	25339	454514	SH	SOLE	106453	0	348061	2	n/a
EMMIS COMMUNICATIONS CORP	COM NEW CL A	291525400	33	9863	SH	SOLE	9863	0	0	n/a	n/a
EMPIRE DIST ELEC CO	COM	291641108	802	23540	SH	SOLE	23540	0	0	n/a	n/a
EMPIRE RESORTS INC	COM PAR $0 01	292052305	46	2030	SH	SOLE	2030	0	0	n/a	n/a
EMPIRE ST RLTY TR INC	CL A	292104106	3021	149640	SH	SOLE	149640	0	0	n/a	n/a
EMPLOYERS HOLDINGS INC	COM	292218104	3453	87185	SH	SOLE	87185	0	0	n/a	n/a
ENANTA PHARMACEUTICALS INC	COM	29251M106	1247	37209	SH	SOLE	37209	0	0	n/a	n/a
ENBRIDGE INC	COM	29250N105	3951	93800	SH	SOLE	93800	0	0	n/a	n/a
ENCANA CORP	COM	292505104	150741	12839982	SH	SOLE	12839982	0	0	n/a	n/a
ENCORE CAP GROUP INC	COM	292554102	350	12227	SH	SOLE	12227	0	0	n/a	n/a
ENCORE WIRE CORP	COM	292562105	484	11160	SH	SOLE	11160	0	0	n/a	n/a
ENDO INTL PLC	SHS	G30401106	1615	98039	SH	SOLE	98039	0	0	n/a	n/a
ENDO INTL PLC	SHS	G30401106	2368	143788	SH	SOLE	0	0	143788	2	n/a
ENDOCYTE INC	COM	29269A102	54	21319	SH	SOLE	21319	0	0	n/a	n/a
ENDOLOGIX INC	COM	29266S106	241	42115	SH	SOLE	42115	0	0	n/a	n/a
ENDURANCE INTL GROUP HLDGS I	COM	29272B105	326	35024	SH	SOLE	35024	0	0	n/a	n/a
ENDURANCE SPECIALTY HLDGS LT	SHS	G30397106	3552	38443	SH	SOLE	38443	0	0	n/a	n/a
ENEL AMERICAS S A	SPONSORED ADR	29274F104	317	38640	SH	SOLE	38640	0	0	n/a	n/a
ENEL GENERACION CHILE S A	SPONSORED ADR	29244T101	447	23000	SH	SOLE	23000	0	0	n/a	n/a
ENERGEN CORP	COM	29265N108	45788	793974	SH	SOLE	793974	0	0	n/a	n/a
ENERGEN CORP	COM	29265N108	574	9950	SH	SOLE	0	0	9950	2	n/a
ENERGIZER HLDGS INC NEW	COM	29272W109	1627	36466	SH	SOLE	36466	0	0	n/a	n/a
ENERGOUS CORP	COM	29272C103	93	5502	SH	SOLE	5502	0	0	n/a	n/a
ENERGY FOCUS INC	COM NEW	29268T300	19	4423	SH	SOLE	4423	0	0	n/a	n/a
ENERGY RECOVERY INC	COM	29270J100	183	17668	SH	SOLE	17668	0	0	n/a	n/a
ENERGY TRANSFER EQUITY L P	COM UT LTD PTN	29273V100	4067	210625	SH	SOLE	210625	0	0	n/a	n/a
ENERGY TRANSFER PRTNRS L P	UNIT LTD PARTN	29273R109	56074	1565866	SH	SOLE	1565866	0	0	n/a	n/a
ENERNOC INC	COM	292764107	86	14388	SH	SOLE	14388	0	0	n/a	n/a
ENERSYS	COM	29275Y102	1776	22745	SH	SOLE	22745	0	0	n/a	n/a
ENGILITY HLDGS INC NEW	COM	29286C107	3045	90358	SH	SOLE	90358	0	0	n/a	n/a
ENI S P A	SPONSORED ADR	26874R108	12640	392070	SH	SOLE	392070	0	0	n/a	n/a
ENLINK MIDSTREAM PARTNERS LP	COM UNIT REP LTD	29336U107	7286	395533	SH	SOLE	395533	0	0	n/a	n/a
ENNIS INC	COM	293389102	230	13258	SH	SOLE	13258	0	0	n/a	n/a
ENOVA INTL INC	COM	29357K103	2187	174282	SH	SOLE	174282	0	0	n/a	n/a
ENPHASE ENERGY INC	COM	29355A107	5	5033	SH	SOLE	5033	0	0	n/a	n/a
ENPRO INDS INC	COM	29355X107	757	11238	SH	SOLE	11238	0	0	n/a	n/a
ENSCO PLC	SHS CLASS A	G3157S106	1814	186611	SH	SOLE	186611	0	0	n/a	n/a
ENSIGN GROUP INC	COM	29358P101	574	25825	SH	SOLE	25825	0	0	n/a	n/a
ENSTAR GROUP LIMITED	SHS	G3075P101	1221	6176	SH	SOLE	6176	0	0	n/a	n/a
ENTEGRIS INC	COM	29362U104	3260	182144	SH	SOLE	182144	0	0	n/a	n/a
ENTELLUS MED INC	COM	29363K105	54	2829	SH	SOLE	2829	0	0	n/a	n/a
ENTERCOM COMMUNICATIONS CORP	CL A	293639100	1140	74492	SH	SOLE	74492	0	0	n/a	n/a
ENTERGY CORP NEW	COM	29364G103	6504	88531	SH	SOLE	88531	0	0	n/a	n/a
ENTERGY CORP NEW	COM	29364G103	8323	113281	SH	SOLE	0	0	113281	2	n/a
ENTERPRISE BANCORP INC MASS	COM	293668109	184	4887	SH	SOLE	4887	0	0	n/a	n/a
ENTERPRISE FINL SVCS CORP	COM	293712105	458	10655	SH	SOLE	10655	0	0	n/a	n/a
ENTERPRISE PRODS PARTNERS L	COM	293792107	64917	2400763	SH	SOLE	2389904	0	10859	n/a	n/a
ENTERTAINMENT GAMING ASIA IN	COM PAR	29383V305	1	791	SH	SOLE	791	0	0	n/a	n/a
ENTRAVISION COMMUNICATIONS C	CL A	29382R107	242	34635	SH	SOLE	34635	0	0	n/a	n/a
ENVESTNET INC	COM	29404K106	779	22108	SH	SOLE	22108	0	0	n/a	n/a
ENVISION HEALTHCARE CORP	COM	29414D100	3431	54206	SH	SOLE	54206	0	0	n/a	n/a
ENVIVA PARTNERS LP	COM UNIT	29414J107	9	347	SH	SOLE	347	0	0	n/a	n/a
ENZO BIOCHEM INC	COM	294100102	153	22070	SH	SOLE	22070	0	0	n/a	n/a
EOG RES INC	COM	26875P101	133421	1319696	SH	SOLE	1319696	0	0	n/a	n/a
EOG RES INC	COM	26875P101	22547	223013	SH	SOLE	0	0	223013	2	n/a
EP ENERGY CORP	CL A	268785102	1231	187996	SH	SOLE	187996	0	0	n/a	n/a
EPAM SYS INC	COM	29414B104	1625	25266	SH	SOLE	25266	0	0	n/a	n/a
EPIZYME INC	COM	29428V104	252	20800	SH	SOLE	20800	0	0	n/a	n/a
EPLUS INC	COM	294268107	406	3525	SH	SOLE	3525	0	0	n/a	n/a
EPR PPTYS	COM SH BEN INT	26884U109	22916	319295	SH	SOLE	319295	0	0	n/a	n/a
EQT CORP	COM	26884L109	100725	1540139	SH	SOLE	1540139	0	0	n/a	n/a
EQT CORP	COM	26884L109	5640	86239	SH	SOLE	0	0	86239	2	n/a
EQT MIDSTREAM PARTNERS LP	UNIT LTD PARTN	26885B100	28651	373646	SH	SOLE	373646	0	0	n/a	n/a
EQUIFAX INC	COM	294429105	98408	832343	SH	SOLE	829025	0	3318	n/a	n/a
EQUIFAX INC	COM	294429105	4971	42044	SH	SOLE	0	0	42044	2	n/a
EQUINIX INC	COM PAR $0.001	29444U700	103306	289040	SH	SOLE	289040	0	0	n/a	n/a
EQUINIX INC	COM PAR $0.001	29444U700	12108	33878	SH	SOLE	0	0	33878	2	n/a
EQUITY BANCSHARES INC	COM CL A	29460X109	59	1767	SH	SOLE	1767	0	0	n/a	n/a
EQUITY COMWLTH	COM SH BEN INT	294628102	4654	153917	SH	SOLE	153917	0	0	n/a	n/a
EQUITY LIFESTYLE PPTYS INC	COM	29472R108	6896	95647	SH	SOLE	95647	0	0	n/a	n/a
EQUITY ONE	COM	294752100	4256	138687	SH	SOLE	138687	0	0	n/a	n/a
EQUITY RESIDENTIAL	SH BEN INT	29476L107	15937	247621	SH	SOLE	247621	0	0	n/a	n/a
EQUITY RESIDENTIAL	SH BEN INT	29476L107	11121	172788	SH	SOLE	0	0	172788	2	n/a
ERA GROUP INC	COM	26885G109	175	10335	SH	SOLE	10335	0	0	n/a	n/a
ERIE INDTY CO	CL A	29530P102	1500	13338	SH	SOLE	13338	0	0	n/a	n/a
ERIN ENERGY CORP	COM	295625107	11	3671	SH	SOLE	3671	0	0	n/a	n/a
EROS INTL PLC	SHS NEW	G3788M114	3104	237857	SH	SOLE	237857	0	0	n/a	n/a
ESCALADE INC	COM	296056104	77	5798	SH	SOLE	5798	0	0	n/a	n/a
ESCO TECHNOLOGIES INC	COM	296315104	757	13364	SH	SOLE	13364	0	0	n/a	n/a
ESPERION THERAPEUTICS INC NE	COM	29664W105	92	7387	SH	SOLE	7387	0	0	n/a	n/a
ESSA BANCORP INC	COM	29667D104	102	6461	SH	SOLE	6461	0	0	n/a	n/a
ESSENDANT INC	COM	296689102	405	19375	SH	SOLE	19375	0	0	n/a	n/a
ESSENT GROUP LTD	COM	G3198U102	19073	589233	SH	SOLE	589233	0	0	n/a	n/a
ESSENT GROUP LTD	COM	G3198U102	187	5790	SH	SOLE	0	0	5790	2	n/a
ESSEX PPTY TR INC	COM	297178105	18016	77487	SH	SOLE	77487	0	0	n/a	n/a
ESSEX PPTY TR INC	COM	297178105	8242	35450	SH	SOLE	0	0	35450	2	n/a
ESTERLINE TECHNOLOGIES CORP	COM	297425100	1393	15622	SH	SOLE	15622	0	0	n/a	n/a
ETFS GOLD TR	SHS	26922Y105	160669	1437626	SH	SOLE	1437626	0	0	n/a	n/a
ETFS PALLADIUM TR	SH BEN INT	26923A106	28138	431505	SH	SOLE	431505	0	0	n/a	n/a
ETFS PLATINUM TR	SH BEN INT	26922V101	31365	362979	SH	SOLE	362979	0	0	n/a	n/a
ETHAN ALLEN INTERIORS INC	COM	297602104	1114	30244	SH	SOLE	30244	0	0	n/a	n/a
ETSY INC	COM	29786A106	633	53700	SH	SOLE	53700	0	0	n/a	n/a
EURONET WORLDWIDE INC	COM	298736109	19430	268262	SH	SOLE	268262	0	0	n/a	n/a
EVERBANK FINL CORP	COM	29977G102	1103	56717	SH	SOLE	56717	0	0	n/a	n/a
EVERBRIDGE INC	COM	29978A104	61	3330	SH	SOLE	3330	0	0	n/a	n/a
EVERCORE PARTNERS INC	CLASS A	29977A105	7166	104314	SH	SOLE	104314	0	0	n/a	n/a
EVEREST RE GROUP LTD	COM	G3223R108	4941	22834	SH	SOLE	22834	0	0	n/a	n/a
EVEREST RE GROUP LTD	COM	G3223R108	5917	27343	SH	SOLE	0	0	27343	2	n/a
EVERI HLDGS INC	COM	30034T103	429	197642	SH	SOLE	197642	0	0	n/a	n/a
EVERSOURCE ENERGY	COM	30040W108	12301	222724	SH	SOLE	222724	0	0	n/a	n/a
EVERSOURCE ENERGY	COM	30040W108	10662	193040	SH	SOLE	0	0	193040	2	n/a
EVERTEC INC	COM	30040P103	593	33416	SH	SOLE	33416	0	0	n/a	n/a
EVINE LIVE INC	CL A	300487105	15	9678	SH	SOLE	9678	0	0	n/a	n/a
EVOLENT HEALTH INC	CL A	30050B101	123	8295	SH	SOLE	8295	0	0	n/a	n/a
EVOLUTION PETROLEUM CORP	COM	30049A107	1323	132262	SH	SOLE	132262	0	0	n/a	n/a
EVOLVING SYS INC	COM NEW	30049R209	9	2275	SH	SOLE	2275	0	0	n/a	n/a
EXA CORP	COM	300614500	739	48104	SH	SOLE	48104	0	0	n/a	n/a
EXACT SCIENCES CORP	COM	30063P105	2673	200079	SH	SOLE	200079	0	0	n/a	n/a
EXACTECH INC	COM	30064E109	154	5642	SH	SOLE	5642	0	0	n/a	n/a
EXAR CORP	COM	300645108	258	23891	SH	SOLE	23891	0	0	n/a	n/a
EXCO RESOURCES INC	COM	269279402	67	76746	SH	SOLE	76746	0	0	n/a	n/a
EXELIXIS INC	COM	30161Q104	4941	331399	SH	SOLE	331399	0	0	n/a	n/a
EXELON CORP	COM	30161N101	345411	9732618	SH	SOLE	9732618	0	0	n/a	n/a
EXELON CORP	COM	30161N101	15253	429791	SH	SOLE	0	0	429791	2	n/a
EXLSERVICE HOLDINGS INC	COM	302081104	875	17355	SH	SOLE	17355	0	0	n/a	n/a
EXONE CO	COM	302104104	52	5589	SH	SOLE	5589	0	0	n/a	n/a
EXPEDIA INC DEL	COM NEW	30212P303	70926	626116	SH	SOLE	626116	0	0	n/a	n/a
EXPEDITORS INTL WASH INC	COM	302130109	9896	186858	SH	SOLE	186858	0	0	n/a	n/a
EXPEDITORS INTL WASH INC	COM	302130109	7745	146238	SH	SOLE	0	0	146238	2	n/a
EXPONENT INC	COM	30214U102	818	13558	SH	SOLE	13558	0	0	n/a	n/a
EXPRESS INC	COM	30219E103	6594	612849	SH	SOLE	612849	0	0	n/a	n/a
EXPRESS SCRIPTS HLDG CO	COM	30219G108	28692	417098	SH	SOLE	417098	0	0	n/a	n/a
EXPRESS SCRIPTS HLDG CO	COM	30219G108	22486	326880	SH	SOLE	0	0	326880	2	n/a
EXTENDED STAY AMER INC	UNIT 99/99/9999B	30224P200	786	48643	SH	SOLE	48643	0	0	n/a	n/a
EXTERRAN CORP	COM	30227H106	416	17400	SH	SOLE	17400	0	0	n/a	n/a
EXTRA SPACE STORAGE INC	COM	30225T102	12595	163062	SH	SOLE	163062	0	0	n/a	n/a
EXTRACTION OIL AND GAS INC	COM	30227M105	294	14683	SH	SOLE	14683	0	0	n/a	n/a
EXTREME NETWORKS INC	COM	30226D106	281	55868	SH	SOLE	55868	0	0	n/a	n/a
EXXON MOBIL CORP	COM	30231G102	532836	5903351	SH	SOLE	5903351	0	0	n/a	n/a
EXXON MOBIL CORP	COM	30231G102	184970	2049301	SH	SOLE	100626	0	1948675	2	n/a
EYEGATE PHARMACEUTICALS INC	*W EXP 08/05/202	30233M115	14	46688	SH	OTR	46688	0	0	n/a	n/a
EZCORP INC	CL A NON VTG	302301106	6536	613680	SH	SOLE	613680	0	0	n/a	n/a
F M C CORP	COM NEW	302491303	14386	254345	SH	SOLE	254345	0	0	n/a	n/a
F M C CORP	COM NEW	302491303	4620	81689	SH	SOLE	0	0	81689	2	n/a
F5 NETWORKS INC	COM	315616102	4372	30207	SH	SOLE	30207	0	0	n/a	n/a
F5 NETWORKS INC	COM	315616102	7113	49149	SH	SOLE	0	0	49149	2	n/a
FABRINET	SHS	G3323L100	8007	198688	SH	SOLE	198688	0	0	n/a	n/a
FACEBOOK INC	CL A	30303M102	595148	5172947	SH	SOLE	5145990	0	26957	n/a	n/a
FACTSET RESH SYS INC	COM	303075105	3846	23536	SH	SOLE	23536	0	0	n/a	n/a
FAIR ISAAC CORP	COM	303250104	1983	16629	SH	SOLE	16629	0	0	n/a	n/a
FAIRMOUNT SANTROL HLDGS INC	COM	30555Q108	941	79805	SH	SOLE	79805	0	0	n/a	n/a
FAIRPOINT COMMUNICATIONS INC	COM NEW	305560302	532	28438	SH	SOLE	28438	0	0	n/a	n/a
FALCONSTOR SOFTWARE INC	COM	306137100	6	12659	SH	SOLE	12659	0	0	n/a	n/a
FAMOUS DAVES AMER INC	COM	307068106	7	1498	SH	SOLE	1498	0	0	n/a	n/a
FARMER BROS CO	COM	307675108	174	4751	SH	SOLE	4751	0	0	n/a	n/a
FARMERS CAP BK CORP	COM	309562106	189	4485	SH	SOLE	4485	0	0	n/a	n/a
FARMERS NATL BANC CORP	COM	309627107	147	10338	SH	SOLE	10338	0	0	n/a	n/a
FARMLAND PARTNERS INC	COM	31154R109	73	6513	SH	SOLE	6513	0	0	n/a	n/a
FARO TECHNOLOGIES INC	COM	311642102	4692	130342	SH	SOLE	130342	0	0	n/a	n/a
FASTENAL CO	COM	311900104	6529	138980	SH	SOLE	129083	0	9897	n/a	n/a
FASTENAL CO	COM	311900104	9662	205662	SH	SOLE	0	0	205662	2	n/a
FATE THERAPEUTICS INC	COM	31189P102	10	4030	SH	SOLE	4030	0	0	n/a	n/a
FB FINL CORP	COM	30257X104	84	3246	SH	SOLE	3246	0	0	n/a	n/a
FBL FINL GROUP INC	CL A	30239F106	414	5303	SH	SOLE	5303	0	0	n/a	n/a
FBR & CO	COM NEW	30247C400	54	4122	SH	SOLE	4122	0	0	n/a	n/a
FCB FINL HLDGS INC	CL A	30255G103	979	20521	SH	SOLE	20521	0	0	n/a	n/a
FEDERAL AGRIC MTG CORP	CL C	313148306	282	4927	SH	SOLE	4927	0	0	n/a	n/a
FEDERAL MOGUL HOLDINGS CORP	COM	313549404	157	15243	SH	SOLE	15243	0	0	n/a	n/a
FEDERAL REALTY INVT TR	SH BEN INT NEW	313747206	12594	88621	SH	SOLE	88621	0	0	n/a	n/a
FEDERAL REALTY INVT TR	SH BEN INT NEW	313747206	6578	46287	SH	SOLE	0	0	46287	2	n/a
FEDERAL SIGNAL CORP	COM	313855108	494	31625	SH	SOLE	31625	0	0	n/a	n/a
FEDERATED INVS INC PA	CL B	314211103	1435	50738	SH	SOLE	50738	0	0	n/a	n/a
FEDERATED NATL HLDG CO	COM	31422T101	144	7708	SH	SOLE	7708	0	0	n/a	n/a
FEDEX CORP	COM	31428X106	1964	10547	SH	SOLE	10547	0	0	n/a	n/a
FEDEX CORP	COM	31428X106	23567	126567	SH	SOLE	0	0	126567	2	n/a
FELCOR LODGING TR INC	COM	31430F101	3589	448106	SH	SOLE	448106	0	0	n/a	n/a
FERRO CORP	COM	315405100	1018	71053	SH	SOLE	71053	0	0	n/a	n/a
FERROGLOBE PLC	SHS	G33856108	292	26963	SH	SOLE	26963	0	0	n/a	n/a
FIAT CHRYSLER AUTOMOBILES N	SHS	N31738102	16113	1766780	SH	SOLE	1766780	0	0	n/a	n/a
FIBROCELL SCIENCE INC	COM NEW	315721209	3	4586	SH	SOLE	4586	0	0	n/a	n/a
FIBROGEN INC	COM	31572Q808	2688	125590	SH	SOLE	125590	0	0	n/a	n/a
FIDELITY & GTY LIFE	COM	315785105	125	5254	SH	SOLE	5254	0	0	n/a	n/a
FIDELITY NATIONAL FINANCIAL	FNF GROUP COM	31620R303	5745	169178	SH	SOLE	169178	0	0	n/a	n/a
FIDELITY NATIONAL FINANCIAL	FNF GROUP COM	31620R303	6781	199682	SH	SOLE	0	0	199682	2	n/a
FIDELITY NATIONAL FINANCIAL	FNFV GROUP COM	31620R402	532	38851	SH	SOLE	38851	0	0	n/a	n/a
FIDELITY NATL INFORMATION SV	COM	31620M106	36187	478415	SH	SOLE	478415	0	0	n/a	n/a
FIDELITY NATL INFORMATION SV	COM	31620M106	11033	145857	SH	SOLE	0	0	145857	2	n/a
FIDELITY SOUTHERN CORP NEW	COM	316394105	2608	110199	SH	SOLE	110199	0	0	n/a	n/a
FIELDPOINT PETROLEUM CORP	*W EXP 03/23/201	316570126	2	56448	SH	OTR	56448	0	0	n/a	n/a
FIESTA RESTAURANT GROUP INC	COM	31660B101	423	14181	SH	SOLE	14181	0	0	n/a	n/a
FIFTH STR ASSET MGMT INC	CL A COM	31679P109	11	1579	SH	SOLE	1579	0	0	n/a	n/a
FIFTH THIRD BANCORP	COM	316773100	2544	94321	SH	OTR	0	94321	0	n/a	n/a
FIFTH THIRD BANCORP	COM	316773100	14237	527889	SH	SOLE	527889	0	0	n/a	n/a
FIFTH THIRD BANCORP	COM	316773100	9307	345091	SH	SOLE	0	0	345091	2	n/a
FINANCIAL ENGINES INC	COM	317485100	5306	144387	SH	SOLE	144387	0	0	n/a	n/a
FINANCIAL INSTNS INC	COM	317585404	272	7965	SH	SOLE	7965	0	0	n/a	n/a
FINISAR CORP	COM NEW	31787A507	10986	362948	SH	SOLE	362948	0	0	n/a	n/a
FINISH LINE INC	CL A	317923100	416	22120	SH	SOLE	22120	0	0	n/a	n/a
FIREEYE INC	COM	31816Q101	1074	90242	SH	SOLE	90242	0	0	n/a	n/a
FIRST ACCEPTANCE CORP	COM	318457108	9	8599	SH	SOLE	8599	0	0	n/a	n/a
FIRST AMERN FINL CORP	COM	31847R102	2315	63210	SH	SOLE	63210	0	0	n/a	n/a
FIRST BANCORP INC ME	COM	31866P102	210	6337	SH	SOLE	6337	0	0	n/a	n/a
FIRST BANCORP N C	COM	318910106	301	11096	SH	SOLE	11096	0	0	n/a	n/a
FIRST BANCORP P R	COM NEW	318672706	443	67003	SH	SOLE	67003	0	0	n/a	n/a
FIRST BUS FINL SVCS INC WIS	COM	319390100	76	3190	SH	SOLE	3190	0	0	n/a	n/a
FIRST BUSEY CORP	COM NEW	319383204	520	16883	SH	SOLE	16883	0	0	n/a	n/a
FIRST CMNTY BANCSHARES INC N	COM	31983A103	273	9052	SH	SOLE	9052	0	0	n/a	n/a
FIRST CMNTY FINL PARTNERS IN	COM	31985Q106	66	5669	SH	SOLE	5669	0	0	n/a	n/a
FIRST COMWLTH FINL CORP PA	COM	319829107	661	46620	SH	SOLE	46620	0	0	n/a	n/a
FIRST CONN BANCORP INC MD	COM	319850103	185	8173	SH	SOLE	8173	0	0	n/a	n/a
FIRST CTZNS BANCSHARES INC N	CL A	31946M103	1488	4192	SH	SOLE	4192	0	0	n/a	n/a
FIRST DATA CORP NEW	COM CL A	32008D106	11256	793236	SH	SOLE	793236	0	0	n/a	n/a
FIRST DATA CORP NEW	COM CL A	32008D106	2547	179494	SH	SOLE	0	0	179494	2	n/a
FIRST DEFIANCE FINL CORP	COM	32006W106	1718	33853	SH	SOLE	33853	0	0	n/a	n/a
FIRST FINANCIAL NORTHWEST IN	COM	32022K102	96	4874	SH	SOLE	4874	0	0	n/a	n/a
FIRST FINL BANCORP OH	COM	320209109	943	33148	SH	SOLE	33148	0	0	n/a	n/a
FIRST FINL BANKSHARES	COM	32020R109	1557	34438	SH	SOLE	34438	0	0	n/a	n/a
FIRST FINL CORP IND	COM	320218100	322	6093	SH	SOLE	6093	0	0	n/a	n/a
FIRST FNDTN INC	COM	32026V104	149	5222	SH	SOLE	5222	0	0	n/a	n/a
FIRST HAWAIIAN INC	COM	32051X108	511	14666	SH	SOLE	14666	0	0	n/a	n/a
FIRST HORIZON NATL CORP	COM	320517105	2723	136094	SH	SOLE	136094	0	0	n/a	n/a
FIRST INDUSTRIAL REALTY TRUS	COM	32054K103	14086	502177	SH	SOLE	502177	0	0	n/a	n/a
FIRST INTERNET BANCORP	COM	320557101	60	1864	SH	SOLE	1864	0	0	n/a	n/a
FIRST INTST BANCSYSTEM INC	COM CL A	32055Y201	509	11973	SH	SOLE	11973	0	0	n/a	n/a
FIRST LONG IS CORP	COM	320734106	353	12363	SH	SOLE	12363	0	0	n/a	n/a
FIRST MERCHANTS CORP	COM	320817109	1015	26969	SH	SOLE	26969	0	0	n/a	n/a
FIRST MID ILL BANCSHARES INC	COM	320866106	93	2746	SH	SOLE	2746	0	0	n/a	n/a
FIRST MIDWEST BANCORP DEL	COM	320867104	1093	43325	SH	SOLE	43325	0	0	n/a	n/a
FIRST NBC BK HLDG CO	COM	32115D106	63	8577	SH	SOLE	8577	0	0	n/a	n/a
FIRST NORTHWEST BANCORP	COM	335834107	65	4155	SH	SOLE	4155	0	0	n/a	n/a
FIRST POTOMAC RLTY TR	COM	33610F109	826	75274	SH	SOLE	75274	0	0	n/a	n/a
FIRST REP BK SAN FRANCISCO C	COM	33616C100	53700	582805	SH	SOLE	582805	0	0	n/a	n/a
FIRST REP BK SAN FRANCISCO C	COM	33616C100	4532	49191	SH	SOLE	0	0	49191	2	n/a
FIRST SOLAR INC	COM	336433107	1094	34099	SH	SOLE	34099	0	0	n/a	n/a
FIRST SOUTH BANCORP INC VA	COM	33646W100	36	3052	SH	SOLE	3052	0	0	n/a	n/a
FIRST TR HIGH INCOME L/S FD	COM	33738E109	1557	96849	SH	SOLE	96849	0	0	n/a	n/a
FIRST UTD CORP	COM	33741H107	38	2396	SH	SOLE	2396	0	0	n/a	n/a
FIRSTCASH INC	COM	33767D105	8535	181591	SH	SOLE	181591	0	0	n/a	n/a
FIRSTENERGY CORP	COM	337932107	807	26069	SH	OTR	0	26069	0	n/a	n/a
